ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0000313	GO:0000313	organellar ribosome	74	0.749097850323827	2.83800852312665	1e-10	4.24285714285714e-09	3.5187969924812e-09	934	tags=91%, list=21%, signal=73%	MRPS15/CHCHD1/MRPL43/MRPS12/MRPS18A/MRPS6/MRPS16/MRPL17/MRPL46/MRPL12/MRPL53/MRPS26/MRPL30/MRPS23/MRPL1/MRPS7/MRPL23/MRPS24/MRPS18C/MRPS34/MRPL2/MRPL19/MRPL32/MRPL27/MRPS14/MRPL38/MRPL50/MRPL9/MRPL11/MRPS10/MRPL45/GADD45GIP1/MRPL55/MRPL47/MRPL13/MRPL49/MRPL10/MRPS2/MRPS22/MRPL39/MRPL24/MRPL28/MRPL4/MRPL16/MRPL21/MRPS18B/MRPS28/MRPL15/MRPL41/MRPL42/MRPL40/MRPS5/MRPL3/MRPS17/MRPS27/MRPS25/MRPS11/MRPS31/MRPL18/MRPL14/MRPL44/MRPL58/DAP3/MRPL37/MRPS35/MRPS30/MRPL54
GO:0005761	GO:0005761	mitochondrial ribosome	74	0.749097850323827	2.83800852312665	1e-10	4.24285714285714e-09	3.5187969924812e-09	934	tags=91%, list=21%, signal=73%	MRPS15/CHCHD1/MRPL43/MRPS12/MRPS18A/MRPS6/MRPS16/MRPL17/MRPL46/MRPL12/MRPL53/MRPS26/MRPL30/MRPS23/MRPL1/MRPS7/MRPL23/MRPS24/MRPS18C/MRPS34/MRPL2/MRPL19/MRPL32/MRPL27/MRPS14/MRPL38/MRPL50/MRPL9/MRPL11/MRPS10/MRPL45/GADD45GIP1/MRPL55/MRPL47/MRPL13/MRPL49/MRPL10/MRPS2/MRPS22/MRPL39/MRPL24/MRPL28/MRPL4/MRPL16/MRPL21/MRPS18B/MRPS28/MRPL15/MRPL41/MRPL42/MRPL40/MRPS5/MRPL3/MRPS17/MRPS27/MRPS25/MRPS11/MRPS31/MRPL18/MRPL14/MRPL44/MRPL58/DAP3/MRPL37/MRPS35/MRPS30/MRPL54
GO:0015934	GO:0015934	large ribosomal subunit	87	0.709898802194759	2.77082963001406	1e-10	4.24285714285714e-09	3.5187969924812e-09	1088	tags=85%, list=24%, signal=66%	RPL35/RPL18/RPL18A/RPL6/RPL26L1/RPL14/RPL15/RPL13A/RPL7/RPL4/RPL13/RSL1D1/MRPL43/RPL28/RPL8/RPL19/MRPS18A/RPL7L1/MRPL17/MRPL46/RPL24/MRPL12/MRPL53/MRPL30/RPL27A/MRPL1/RPL36AL/MRPL23/MRPL2/MRPL19/MRPL32/MRPL27/MRPL38/MRPL50/MRPL9/MRPL11/MRPL45/GADD45GIP1/MRPL55/MRPL47/RPL3/MRPL13/MRPL49/MRPL10/MRPL39/MRPL24/MRPL28/MRPL4/RPL17/MRPL16/MRPL21/MRPL15/MRPL41/RPL27/MRPL42/MRPL40/MRPL3/RPL21/RPL23A/MRPL18/MRPL14/MRPL44/MRPL58/MRPL37/RPL5/MRPS30/RPL37/MRPL54/RPL37A/RPL32/RPL29/RPL36/RPL23/MRPL48
GO:0000315	GO:0000315	organellar large ribosomal subunit	45	0.757648402090056	2.62530302093739	1e-10	4.24285714285714e-09	3.5187969924812e-09	934	tags=93%, list=21%, signal=74%	MRPL43/MRPS18A/MRPL17/MRPL46/MRPL12/MRPL53/MRPL30/MRPL1/MRPL23/MRPL2/MRPL19/MRPL32/MRPL27/MRPL38/MRPL50/MRPL9/MRPL11/MRPL45/GADD45GIP1/MRPL55/MRPL47/MRPL13/MRPL49/MRPL10/MRPL39/MRPL24/MRPL28/MRPL4/MRPL16/MRPL21/MRPL15/MRPL41/MRPL42/MRPL40/MRPL3/MRPL18/MRPL14/MRPL44/MRPL58/MRPL37/MRPS30/MRPL54
GO:0005762	GO:0005762	mitochondrial large ribosomal subunit	45	0.757648402090056	2.62530302093739	1e-10	4.24285714285714e-09	3.5187969924812e-09	934	tags=93%, list=21%, signal=74%	MRPL43/MRPS18A/MRPL17/MRPL46/MRPL12/MRPL53/MRPL30/MRPL1/MRPL23/MRPL2/MRPL19/MRPL32/MRPL27/MRPL38/MRPL50/MRPL9/MRPL11/MRPL45/GADD45GIP1/MRPL55/MRPL47/MRPL13/MRPL49/MRPL10/MRPL39/MRPL24/MRPL28/MRPL4/MRPL16/MRPL21/MRPL15/MRPL41/MRPL42/MRPL40/MRPL3/MRPL18/MRPL14/MRPL44/MRPL58/MRPL37/MRPS30/MRPL54
GO:0001533	GO:0001533	cornified envelope	18	-0.920416640305948	-2.43316588676929	1e-10	4.24285714285714e-09	3.5187969924812e-09	149	tags=72%, list=3%, signal=70%	HSPB1/PPL/ANXA1/JUP/PKP3/DSG2/KRT2/KRT10/KRT1/DSP/NCL/DSC2/KRT16
GO:0022626	GO:0022626	cytosolic ribosome	79	0.632204515877563	2.43097126827355	1e-10	4.24285714285714e-09	3.5187969924812e-09	1106	tags=57%, list=25%, signal=44%	RPL35/RPL18/RPL18A/RPL6/RPL26L1/RPL14/RPL15/RPL13A/RPL7/RPL4/RPS9/RPL13/RSL1D1/RPL28/RPL8/RPL19/RPL7L1/RPL24/RPL27A/RPS8/RPL36AL/GSPT1/RPL3/RPL17/EEF1A1/RPL27/RPL21/ETF1/RPS16/RPL23A/HBS1L/RPS5/RPS21/RPS24/RPL5/RPL37/GCN1/RPL37A/RPL32/RPS23/RPL29/FAU/RPL36/RPL23/RPS3A
GO:0030312	GO:0030312	external encapsulating structure	85	-0.587168197712559	-2.1269955333477	1.03820867499403e-06	2.37190751133251e-05	1.96713222630447e-05	643	tags=40%, list=14%, signal=35%	HSP90B1/COL5A2/COL6A3/TIMP1/ADAM19/COL18A1/HRNR/ANXA5/SERPINE1/ITGB4/GLG1/DST/SERPINB1/FN1/COL1A2/GPC1/LAMC1/COL1A1/LAMA5/MMP14/ANXA1/CLU/LGALS3BP/KRT1/GPC4/EGFL7/COL6A1/AGRN/LAMB2/NID1/LTBP2/HSPG2/FBLN1/TGFBI
GO:0031012	GO:0031012	extracellular matrix	85	-0.587168197712559	-2.1269955333477	1.03820867499403e-06	2.37190751133251e-05	1.96713222630447e-05	643	tags=40%, list=14%, signal=35%	HSP90B1/COL5A2/COL6A3/TIMP1/ADAM19/COL18A1/HRNR/ANXA5/SERPINE1/ITGB4/GLG1/DST/SERPINB1/FN1/COL1A2/GPC1/LAMC1/COL1A1/LAMA5/MMP14/ANXA1/CLU/LGALS3BP/KRT1/GPC4/EGFL7/COL6A1/AGRN/LAMB2/NID1/LTBP2/HSPG2/FBLN1/TGFBI
GO:0005775	GO:0005775	vacuolar lumen	87	-0.519303848935048	-1.88728805295645	0.000167852604099094	0.00311576396358943	0.00258404666836763	258	tags=25%, list=6%, signal=24%	GLB1/LGMN/DPP7/MAN2B1/TPP1/SGSH/GPC1/FUCA1/FTL/AGA/GLA/FABP5/GAA/IFI30/GCA/NAPRT/GPC4/AGRN/GUSB/GGH/HSPG2/CTSV
