ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Category	Label
GPRC5A	3.64486082109186	20.3393649786413	9.83177981640784	2.93595855402868e-08	2.35023200437461e-06	9.31436144515495	Up-regulated	GPRC5A
MFGE8	2.83765590052856	20.6753457266229	9.99939530239934	2.31314357495334e-08	2.21868844772056e-06	9.55345504777492	Up-regulated	MFGE8
LXN	2.68419979562652	21.2250848882792	9.30183762252614	6.36454955813242e-08	4.10375086726538e-06	8.53683743457054	Up-regulated	LXN
UPP1	2.4939400748951	20.3642343419053	9.89211630087897	2.69356887719478e-08	2.34974273228227e-06	9.40079869209821	Up-regulated	UPP1
ABLIM1	2.37469870424298	19.5220807661028	11.6574972117624	2.53892930225164e-09	5.8882826246613e-07	11.7552140322134	Up-regulated	ABLIM1
KRT19	2.35193392532682	23.4245857038927	10.5553565810961	1.07082051153183e-08	1.39698807392721e-06	10.3239613053594	Up-regulated	KRT19
PDLIM1	2.13561612332676	22.105476038154	7.33676314858423	1.49797685085852e-06	3.58306398358578e-05	5.3436562671482	Up-regulated	PDLIM1
KRT18	2.12639425189836	23.4159570321445	9.72690162871618	3.41348063516012e-08	2.4896025157094e-06	9.16311271048367	Up-regulated	KRT18
H1-5	2.11534875798374	22.3733776956551	8.33237520401718	2.84797865416572e-07	1.05588808603194e-05	7.02499997685902	Up-regulated	H1-5
KRT8	2.05167985420062	23.2424850083209	10.5362345752865	1.09900163154535e-08	1.39698807392721e-06	10.2980216727973	Up-regulated	KRT8
ARRB1	2.03996938033519	19.8499128723383	7.98187828271163	5.03531670278448e-07	1.61466962127581e-05	6.44842203404159	Up-regulated	ARRB1
RPL35	1.9685170375182	20.4037435454222	9.80884429090382	3.03402344834484e-08	2.35023200437461e-06	9.28139421031683	Up-regulated	RPL35
ITGA2	1.96767365730733	20.4230574855316	8.08310282403156	4.2644153022892e-07	1.40536175406553e-05	6.61662509088989	Up-regulated	ITGA2
RPL4	1.91819849331238	21.6783014105817	9.82317718065328	2.97234408573745e-08	2.35023200437461e-06	9.30200324961717	Up-regulated	RPL4
H1-2	1.89597563853317	20.131105246588	4.42144931076903	0.000410470570056382	0.00242521057925743	-0.335792606074514	Up-regulated	H1-2
CD44	1.8669249690718	23.2321903603628	6.30073278986836	9.69667449904704e-06	0.000140522817088796	3.44869553051691	Up-regulated	CD44
CES1P1	1.84552549451861	22.3084659531861	2.83853159532473	0.0116990552182617	0.0327558821057559	-3.63671213072357	Up-regulated	CES1P1
RPL18	1.81930951371004	21.4869788309567	9.04796050638046	9.32300424801974e-08	5.11977593302071e-06	8.15236950850913	Up-regulated	RPL18
RPL6	1.78854074506554	21.8367595486678	12.8588132194562	5.95575975474895e-10	1.89265536777701e-07	13.1834277632485	Up-regulated	RPL6
SLC29A1	1.74748650991501	19.532460115703	4.88461105267106	0.000157001882285929	0.00117395188956319	0.630498550575638	Up-regulated	SLC29A1
ARR3	1.72097937129776	20.7467204753959	4.48946827262231	0.000356006107954939	0.00216671843268335	-0.192989910746367	Up-regulated	ARR3
MPP1	1.71213229226208	20.0164064729601	6.35456170524037	8.76824009821542e-06	0.000130905705358928	3.55081179717208	Up-regulated	MPP1
ZNF281	1.70415384210585	16.1615759764901	6.07348093073275	1.48951684489772e-05	0.00019264129194622	3.01326401134598	Up-regulated	ZNF281
RPL19	1.7037748288499	21.3660186096266	10.1100961240149	1.97930954923243e-08	2.00135186012161e-06	9.70961100162503	Up-regulated	RPL19
MYO3B	1.68818838756401	19.1861058340605	5.21924638777746	7.94974340565136e-05	0.000698980403394129	1.31735683536407	Up-regulated	MYO3B
CA8	1.66908056050567	20.631982351106	6.67023545703312	4.89826123880282e-06	8.44665281063324e-05	4.14164764693443	Up-regulated	CA8
RPL18A	1.65520896594268	20.052694405741	8.9625046310851	1.06190136848734e-07	5.36863544136385e-06	8.02116283484304	Up-regulated	RPL18A
FLVCR1	1.63660239884349	17.5568051902796	8.45700843740937	2.33419284817769e-07	9.52736145095646e-06	7.22610299988053	Up-regulated	FLVCR1
TLK2	1.6304500226138	23.8851375609886	3.78753300316497	0.00156903277440151	0.00675762518229654	-1.67334534085908	Up-regulated	TLK2
CES1	1.62401596611025	21.7148172491615	2.82035531218479	0.0121497512787065	0.0337839021493533	-3.67293868817497	Up-regulated	CES1
AGR2	1.61156151202378	22.7605313352677	3.18282854869035	0.00567700211146547	0.0184627064282967	-2.93776870899157	Up-regulated	AGR2
PRKAR1B	1.60955220421966	19.1285643264316	3.24567944016928	0.00496952971762657	0.0166696219327245	-2.80802457506704	Up-regulated	PRKAR1B
RPL13	1.59619210228658	22.4497002094086	11.8331712191725	2.03877696211794e-09	5.33559923791923e-07	11.9722663400944	Up-regulated	RPL13
LIPA	1.57723608849978	20.0811481766206	14.0883175075986	1.51055849049172e-10	7.68491014867373e-08	14.5194019641751	Up-regulated	LIPA
G6PD	1.56434880440055	22.0349269629367	6.23198639778864	1.1033064776017e-05	0.000153818790115543	3.3177069368941	Up-regulated	G6PD
