ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0015934	large ribosomal subunit	87	0.663861780531259	2.74436522398707	1e-10	7.425e-09	5.65789473684211e-09	922	tags=76%, list=21%, signal=61%	MRPL13/RPL36/MRPL53/MRPL15/MRPL32/RPL13/MRPL11/MRPL45/MRPL23/MRPL28/GADD45GIP1/MRPL47/MRPL30/MRPL3/MRPL39/MRPS18A/MRPL19/MRPL17/RPL4/RSL1D1/RPL27A/MRPL4/MRPL40/MRPL38/MRPL21/RPL14/MRPL9/MRPL49/RPL23/MRPL14/RPL17/RPL23A/MRPL41/RPL7L1/MRPL12/MRPL24/RPL8/RPL18/MRPL2/MRPL43/MRPL50/MRPL27/MRPL16/MRPL58/MRPL55/MRPL44/RPL3/RPL6/RPL21/RPL28/RPL26L1/RPL19/RPL13A/MRPL10/RPL35/RPL39P5/MRPL37/RPL7/RPL27/MRPL1/RPL24/RPL5/MRPS30/RPL12/RPLP1/RPL32
GO:0000315	organellar large ribosomal subunit	45	0.744915468923325	2.69712543124946	1e-10	7.425e-09	5.65789473684211e-09	537	tags=76%, list=12%, signal=67%	MRPL13/MRPL53/MRPL15/MRPL32/MRPL11/MRPL45/MRPL23/MRPL28/GADD45GIP1/MRPL47/MRPL30/MRPL3/MRPL39/MRPS18A/MRPL19/MRPL17/MRPL4/MRPL40/MRPL38/MRPL21/MRPL9/MRPL49/MRPL14/MRPL41/MRPL12/MRPL24/MRPL2/MRPL43/MRPL50/MRPL27/MRPL16/MRPL58/MRPL55/MRPL44
GO:0005762	mitochondrial large ribosomal subunit	45	0.744915468923325	2.69712543124946	1e-10	7.425e-09	5.65789473684211e-09	537	tags=76%, list=12%, signal=67%	MRPL13/MRPL53/MRPL15/MRPL32/MRPL11/MRPL45/MRPL23/MRPL28/GADD45GIP1/MRPL47/MRPL30/MRPL3/MRPL39/MRPS18A/MRPL19/MRPL17/MRPL4/MRPL40/MRPL38/MRPL21/MRPL9/MRPL49/MRPL14/MRPL41/MRPL12/MRPL24/MRPL2/MRPL43/MRPL50/MRPL27/MRPL16/MRPL58/MRPL55/MRPL44
GO:0022626	cytosolic ribosome	79	0.618222095069493	2.5114879885263	1e-10	7.425e-09	5.65789473684211e-09	1148	tags=71%, list=26%, signal=54%	RPS5/RPL36/RPL13/RPL4/RSL1D1/RPL27A/RPL14/RPL23/RPL17/RPL23A/RPL7L1/RPL8/EIF2A/RPL18/RPS21/RPL3/RPL6/RPS29/RPL21/RPL28/DHX29/FAU/RPL26L1/RPL19/RPL13A/RPL35/USP10/GSPT1/RPL39P5/ZNF598/EEF1A1/RPS10/RPL7/RPS14/RPS4Y1/RPL27/RPS8/RPL24/RPSA/RPL5/RPS24/RPS20/RPL12/HBS1L/RPLP1/RPL32/RPS23/RPS7/RPS15/RPLP0/RPS4Y2/RACK1/RPS2/RPL15/ETF1/RPL11
GO:0000313	organellar ribosome	74	0.621015665605568	2.48678715415315	2.87978485338455e-10	1.42549350242535e-08	1.08623463768014e-08	1141	tags=73%, list=26%, signal=55%	CHCHD1/MRPS7/MRPL13/MRPL53/MRPL15/MRPL32/MRPL11/MRPL45/MRPL23/MRPL28/GADD45GIP1/MRPL47/MRPL30/MRPL3/MRPS23/MRPL39/MRPS18A/MRPL19/MRPL17/MRPL4/MRPL40/MRPL38/MRPL21/MRPL9/MRPL49/MRPL14/MRPL41/DAP3/MRPL12/MRPL24/MRPS18C/MRPL2/MRPL43/MRPL50/MRPL27/MRPS15/MRPL16/MRPL58/MRPL55/MRPL44/MRPL10/MRPS28/MRPL37/MRPL1/MRPS5/MRPS30/MTG1/MRPS9/MRPL54/MRPL46/MRPS18B/MRPS26/MRPL48/MRPS14
GO:0005761	mitochondrial ribosome	74	0.621015665605568	2.48678715415315	2.87978485338455e-10	1.42549350242535e-08	1.08623463768014e-08	1141	tags=73%, list=26%, signal=55%	CHCHD1/MRPS7/MRPL13/MRPL53/MRPL15/MRPL32/MRPL11/MRPL45/MRPL23/MRPL28/GADD45GIP1/MRPL47/MRPL30/MRPL3/MRPS23/MRPL39/MRPS18A/MRPL19/MRPL17/MRPL4/MRPL40/MRPL38/MRPL21/MRPL9/MRPL49/MRPL14/MRPL41/DAP3/MRPL12/MRPL24/MRPS18C/MRPL2/MRPL43/MRPL50/MRPL27/MRPS15/MRPL16/MRPL58/MRPL55/MRPL44/MRPL10/MRPS28/MRPL37/MRPL1/MRPS5/MRPS30/MTG1/MRPS9/MRPL54/MRPL46/MRPS18B/MRPS26/MRPL48/MRPS14
GO:0005775	vacuolar lumen	87	-0.626430763786931	-2.3227064622728	5.20438281003827e-09	2.20814527797338e-07	1.68262000625297e-07	730	tags=46%, list=16%, signal=39%	LIPA/GM2A/GLA/PYGB/CHID1/SCARB2/HEBP2/AGRN/CTSA/CTSL/GNS/ANXA2/HSPG2/FTL/CYB5R3/VAT1/HRNR/SGSH/IFI30/GCA/GALNS/AGA/HEXB/CTSC/TPP1/PADI2/MAN2B1/HEXA/CTSB/PLBD2/RNASET2/GUSB/FUCA1/ARSA/GLB1/EPDR1/ARSB/GAA/DPP7/GGH
GO:1904813	ficolin-1-rich granule lumen	83	-0.603572818394803	-2.21921821667607	1.43214155833367e-07	5.31682553531373e-06	4.05145309265445e-06	652	tags=29%, list=15%, signal=25%	GSN/FTH1/MVP/PGM1/VCL/ATG7/GNS/PKM/CAT/PGAM1/CTSH/ALDOA/CTSZ/CTSB/PFKL/GUSB/CSTB/GLB1/ARSB/ALDOC/GPI/PYGL/PDAP1/HMGB1
GO:0035578	azurophil granule lumen	56	-0.658892094476184	-2.24953573395686	2.28674884647299e-07	7.54627119336087e-06	5.75030411686191e-06	715	tags=46%, list=16%, signal=39%	GM2A/GLA/PYGB/HEBP2/CTSA/GNS/ANXA2/FTL/CYB5R3/VAT1/HRNR/GCA/GALNS/AGA/HEXB/CTSC/PADI2/MAN2B1/RNASET2/GUSB/FUCA1/ARSA/GLB1/ARSB/DPP7/GGH
GO:0022625	cytosolic large ribosomal subunit	41	0.649980442856335	2.31374344111027	6.33454957859516e-07	1.74349023102966e-05	1.32855006085904e-05	1205	tags=78%, list=27%, signal=57%	RPL36/RPL13/RPL4/RSL1D1/RPL27A/RPL14/RPL23/RPL17/RPL23A/RPL7L1/RPL8/RPL18/RPL3/RPL6/RPL21/RPL28/RPL26L1/RPL19/RPL13A/RPL35/RPL39P5/RPL7/RPL27/RPL24/RPL5/RPL12/RPLP1/RPL32/RPLP0/RPL15/RPL11/RPL37
