ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0030216	GO:0030216	keratinocyte differentiation	38	-0.690184990205042	-2.32152971732714	7.25805096592179e-07	0.000377354566853257	0.000310385868930265	312	tags=42%, list=7%, signal=39%	PPP3CA/NUMA1/SFN/ANXA1/CASP3/CLIC4/PPL/SGPP1/CD109/DSP/PALLD/KRT2/KRT1/KRT10/SRSF6/KRT16
GO:0045739	GO:0045739	positive regulation of DNA repair	47	-0.653937167921324	-2.28089910244314	7.46497659452537e-07	0.000377354566853257	0.000310385868930265	815	tags=55%, list=18%, signal=46%	PARP1/ACTR5/SMARCD2/BRD8/ACTR2/SMARCE1/PNKP/ARID2/TOP2B/ARID1A/FUS/RIF1/ACTL6A/SMARCB1/XRCC1/MRNIP/DPF2/ARID1B/SMARCC1/EP400/H2AX/TRRAP/TRIM28/PCNA/SMARCD1/HMGB1
GO:0006282	GO:0006282	regulation of DNA repair	72	-0.589366126222021	-2.26548085468224	5.74056125623553e-07	0.000377354566853257	0.000310385868930265	842	tags=47%, list=19%, signal=39%	RPA2/PARP1/TFIP11/PML/ACTR5/SMARCD2/BRD8/ACTR2/SMARCE1/PNKP/UBE2V1/PPP4C/ARID2/TOP2B/ARID1A/FUS/RIF1/ACTL6A/SMARCB1/XRCC1/MRNIP/DPF2/ARID1B/SMARCC1/EP400/H2AX/TRRAP/TRIM28/PCNA/DEK/HSF1/SMARCD1/HMGB1/HMGA2
GO:0043588	GO:0043588	skin development	68	-0.593402700855175	-2.24495101239867	5.49218510393309e-07	0.000377354566853257	0.000310385868930265	328	tags=34%, list=7%, signal=32%	CTNNB1/PPP3CA/NUMA1/SFN/ANXA1/CASP3/LAMA5/CLIC4/COL1A2/PPL/IL18/SGPP1/KRT9/CD109/DSP/PALLD/JUP/KRT2/KRT1/KRT10/COL1A1/SRSF6/KRT16
GO:0000724	GO:0000724	double-strand break repair via homologous recombination	56	-0.624855902782937	-2.30478078782449	1.25285397227062e-06	0.000422211788655197	0.000347282329155714	1051	tags=62%, list=24%, signal=48%	ACTB/PPP4R2/POGZ/KDM1A/NBN/LIG3/SFPQ/RPA2/PARP1/INTS3/RPA1/RPA3/BRD8/ACTR2/PPP4C/NABP2/ARID2/FUS/MCM4/ATM/RIF1/ACTL6A/XRCC1/MCM5/SAMHD1/MRNIP/MCM6/MCM2/EP400/H2AX/MCM7/TRRAP/UHRF1/MCM3/CHD4
GO:0015748	GO:0015748	organophosphate ester transport	36	0.660710200949552	2.16161420304235	4.96120771927315e-06	0.00125394525104629	0.00103140897321731	876	tags=61%, list=20%, signal=49%	SCARB1/NPC2/ABCC1/SCP2/CD47/DBI/SPNS1/SCARB2/ANO6/ATG9A/ATP11A/PLSCR3/SLC25A6/SLC66A2/VAPA/SLC25A4/SLC35B2/TMEM30A/TMEM41B/OSBP/CLPTM1L/SLC25A24
GO:0007162	GO:0007162	negative regulation of cell adhesion	63	-0.5926120826913	-2.21897880705754	7.56001907950261e-06	0.00129426731954612	0.00106457512878488	354	tags=30%, list=8%, signal=28%	SLC4A2/DUSP3/RASA1/ANXA1/RAG2/CASP3/CBFB/PRKAR1A/HMGB1/RHOA/MMP14/RCC2/CDH1/EPCAM/HSPG2/COL1A1/PODXL/FBLN1/TGFBI
GO:0008544	GO:0008544	epidermis development	78	-0.543361924845639	-2.12224143981939	6.81044271583005e-06	0.00129426731954612	0.00106457512878488	487	tags=32%, list=11%, signal=29%	LSR/STMN1/TSG101/ESRP1/CTNNB1/PPP3CA/NUMA1/SFN/ANXA1/CASP3/LAMA5/CLIC4/PPL/IL18/SGPP1/KRT9/FABP5/CD109/DSP/PALLD/KRT2/KRT1/KRT10/SRSF6/KRT16
GO:0072329	GO:0072329	monocarboxylic acid catabolic process	59	0.572231740969538	2.06482317798732	6.29957428433026e-06	0.00129426731954612	0.00106457512878488	1101	tags=54%, list=25%, signal=41%	PCK2/SLC16A3/ETFA/IVD/SCP2/ETFB/ACAT1/ACOX1/ACAD11/ECHS1/ABCD3/SLC16A1/ACAA1/PGD/CPT1A/CPT2/HEXB/HADH/ECH1/ILVBL/ACADM/ACAA2/HSD17B10/ETFDH/NUDT19/ACOT8/CRAT/PEX5/HEXA/DECR2/ACOX3/MCAT
GO:0019318	GO:0019318	hexose metabolic process	94	0.508828016630348	2.01444347855796	7.68111168870101e-06	0.00129426731954612	0.00106457512878488	983	tags=48%, list=22%, signal=38%	LIPA/PCK2/BCKDK/G6PD/MAN2C1/SLC39A14/MPI/GALM/ENO2/ALDOA/GPI/SLC25A1/HK1/AKR1B1/TSTD1/ALDOC/GALE/PGK1/POFUT2/OMA1/CPT1A/ADPGK/PFKP/SLC25A11/PKM/OAS1/TPI1/PFKL/GAPDH/DLAT/PDHB/NR3C1/ACADM/H6PD/SLC25A10/TKFC/POFUT1/PRKACA/PFKFB2/TP53/PGP/GOT1/ADIPOR1/PGAM1/MDH2
