ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005253	anion channel activity	1/6	10/4337	0,0137628356713531	0,10425914771971	0,0645567478140618	TTYH3	1
GO:0015108	chloride transmembrane transporter activity	1/6	12/4337	0,0164963708231606	0,10425914771971	0,0645567478140618	TTYH3	1
GO:0043024	ribosomal small subunit binding	1/6	12/4337	0,0164963708231606	0,10425914771971	0,0645567478140618	ERAL1	1
GO:0001786	phosphatidylserine binding	1/6	17/4337	0,0233025988714349	0,10425914771971	0,0645567478140618	MFGE8	1
GO:0008509	anion transmembrane transporter activity	1/6	17/4337	0,0233025988714349	0,10425914771971	0,0645567478140618	TTYH3	1
GO:0022857	transmembrane transporter activity	2/6	187/4337	0,0247339881152545	0,10425914771971	0,0645567478140618	FLVCR1/TTYH3	2
GO:0015103	inorganic anion transmembrane transporter activity	1/6	19/4337	0,0260140767932607	0,10425914771971	0,0645567478140618	TTYH3	1
GO:0005201	extracellular matrix structural constituent	1/6	20/4337	0,0273674615869709	0,10425914771971	0,0645567478140618	MFGE8	1
GO:0072341	modified amino acid binding	1/6	24/4337	0,0327653402228464	0,10425914771971	0,0645567478140618	MFGE8	1
GO:0005215	transporter activity	2/6	225/4337	0,0349960452696042	0,10425914771971	0,0645567478140618	FLVCR1/TTYH3	2
GO:0020037	heme binding	1/6	26/4337	0,0354549035310243	0,10425914771971	0,0645567478140618	FLVCR1	1
GO:0015036	disulfide oxidoreductase activity	1/6	27/4337	0,0367973462540152	0,10425914771971	0,0645567478140618	TMX2	1
GO:0046906	tetrapyrrole binding	1/6	31/4337	0,0421515580162665	0,110242536350235	0,0682616324150064	FLVCR1	1
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	1/6	36/4337	0,0488094229145357	0,112165571875964	0,0694523664866653	TMX2	1
GO:0005216	ion channel activity	1/6	39/4337	0,0527855977395091	0,112165571875964	0,0694523664866653	TTYH3	1
GO:0015267	channel activity	1/6	44/4337	0,0593817733460988	0,112165571875964	0,0694523664866653	TTYH3	1
GO:0019843	rRNA binding	1/6	44/4337	0,0593817733460988	0,112165571875964	0,0694523664866653	ERAL1	1
GO:0022803	passive transmembrane transporter activity	1/6	44/4337	0,0593817733460988	0,112165571875964	0,0694523664866653	TTYH3	1
GO:0005178	integrin binding	1/6	49/4337	0,065939625947815	0,117997225380301	0,0730632974491025	MFGE8	1
GO:1901702	salt transmembrane transporter activity	1/6	63/4337	0,0840992503979553	0,142968725676524	0,0885255267346898	TTYH3	1
GO:0043022	ribosome binding	1/6	67/4337	0,0892333308326217	0,144473011824245	0,0894569732657862	ERAL1	1
GO:0015318	inorganic molecular entity transmembrane transporter activity	1/6	103/4337	0,134370561525347	0,199026793998251	0,123236404952477	TTYH3	1
GO:0015075	ion transmembrane transporter activity	1/6	108/4337	0,140489501645824	0,199026793998251	0,123236404952477	TTYH3	1
GO:0043021	ribonucleoprotein complex binding	1/6	108/4337	0,140489501645824	0,199026793998251	0,123236404952477	ERAL1	1
GO:0005543	phospholipid binding	1/6	143/4337	0,182321148629837	0,228475302550132	0,141470775572837	MFGE8	1
GO:0005525	GTP binding	1/6	147/4337	0,186991919463372	0,228475302550132	0,141470775572837	ERAL1	1
GO:0019001	guanyl nucleotide binding	1/6	148/4337	0,188156131511873	0,228475302550132	0,141470775572837	ERAL1	1
GO:0032561	guanyl ribonucleotide binding	1/6	148/4337	0,188156131511873	0,228475302550132	0,141470775572837	ERAL1	1
GO:0008289	lipid binding	1/6	217/4337	0,265202649891983	0,310927244700945	0,192524609721947	MFGE8	1
GO:0019904	protein domain specific binding	1/6	231/4337	0,280066206983625	0,317408367914775	0,196537689111316	NDFIP1	1
GO:0005198	structural molecule activity	1/6	287/4337	0,33704038881866	0,351293940815487	0,217519467997206	MFGE8	1
GO:0005102	signaling receptor binding	1/6	290/4337	0,339983238641055	0,351293940815487	0,217519467997206	MFGE8	1
GO:0050839	cell adhesion molecule binding	1/6	291/4337	0,34096176608562	0,351293940815487	0,217519467997206	MFGE8	1
GO:0016491	oxidoreductase activity	1/6	310/4337	0,359325388402852	0,359325388402852	0,222492500559041	TMX2	1
